,Bug_ID,Product,Component,Status,Resolution,Summary,Changed,Description,Duplicate_Bug_Ids
623,464439,JDT,UI,ASSIGNED,,[javadoc] Image in JavaDoc not displayed for jars when images are in src.jar,2015-04-11T11:37:32Z,created attachment   example jar  hi  in this forum message i illustrated the problem    t msg th   goto     ,
624,515643,JDT,UI,ASSIGNED,,[1.9] [rename] rename module feature,2017-04-24T06:38:57Z,capability to rename a module in module info file,
625,122429,JDT,Debug,ASSIGNED,,System.console() (Java 6.0) returns null when running inside Eclipse,2006-01-01T04:39:36Z,java       provides a new class to represent the system console    the documentation    says   returns the unique console object associated with the current java virtual machine  if any    when i run the following code   import java io console   public class main     public static void main      console console   system console     system out println          directly using  java main   it works    however  when i run inside eclipse    it returns null   i m not sure if this is something must be handled at eclipse level  or at jre level    or it should be handled now during the development phase of java       ,
626,491070,Platform,Text,ASSIGNED,,Intermittent test failures in FileBufferFunctions.* on CentOS or windows,2016-04-05T11:13:58Z,       testresults html org eclipse core filebuffers   unit   gtk     html    org junit comparisonfailure  expected      in a linked folder     but was      in a linked folder  appendix   at org eclipse core filebuffers tests filebufferfunctions    at org eclipse test eclipsetestrunner run  at org eclipse test eclipsetestrunner run  at org eclipse test coretestapplication runtests  at org eclipse test coretestapplication run  at org eclipse equinox internal app eclipseappcontainer callmethodwithexception  at org eclipse equinox internal app eclipseapphandle run  at org eclipse core runtime internal adaptor eclipseapplauncher runapplication  at org eclipse core runtime internal adaptor eclipseapplauncher start  at org eclipse core runtime adaptor eclipsestarter run  at org eclipse core runtime adaptor eclipsestarter run  at org eclipse equinox launcher main invokeframework  at org eclipse equinox launcher main basicrun  at org eclipse equinox launcher main run  at org eclipse equinox launcher main main  at org eclipse core launcher main main   failing test  org eclipse core filebuffers tests filebuffersforfilesinlinkedfolders     on      the same test method was failing  but in another test class  org eclipse core filebuffers tests filestorefilebuffersforworkspacefiles     we should watch these  but it s going to be hard to fix without being able to reproduce ,
627,497218,JDT,Core,RESOLVED,FIXED,[1.9] Cannot index SecurityManager.class and JApplet.class,2016-07-04T08:12:46Z,jdk   ea    getting the following warnings in error log view   the java indexing could not index c  eclipse jres jdk   ea       jdk   jrt fs jar java base java lang securitymanager class  this  class file doesn t follow the class file format specification  please report this issue against the  class file vendor  the java indexing could not index c  eclipse jres jdk   ea       jdk   jrt fs jar java desktop javax swing japplet class  this  class file doesn t follow the class file format specification  please report this issue against the  class file vendor  also  the following code gives error   in a java   project    import java lang securitymanager   public class c    securitymanager s   ,
628,534082,PDE,UI,NEW,,RequiredPluginsClasspathContainer::getClasspathEntries doesn't consider indirect dependencies,2018-04-26T10:22:42Z,  requiredpluginsclasspathcontainer  getclasspathentries doesnt consider the indirect dependencies unless and until every bundle in the path to that dependency   is re exported      also it seems to not consider imported packages   i am not really sure if those bundles should be included in classpath entry and how it would impact building those projects   this bug will investigate if indirect dependencies   should be added to requiredpluginsclasspathcontainer  getclasspathentries   sample projects to recreate this issue   org eclipse core filebuffers   org eclipse core variables    see   bug cgi id    ,
629,97864,Platform,UI,NEW,,[Presentations] [ViewMgmt] close action not disabled for non-closeable view,2005-06-01T14:58:31Z,when a non closeable view is in a tab group with many views such that not all  tabs can be shown  you can left click on the chevron to see the list of views    in this list  you can right click on a view name  this opens a context menu  with the close action   for non closeable views  the close action is not  disabled   selecting  close  does not close the view however ,
630,489034,MPC,wizard,CLOSED,FIXED,[Dark Theme] Marketplace search dialog not ready for using with the dark theme,2016-03-04T15:24:13Z,running a build of eclipse neon  version  neon milestone     build id       on an opensuse tumbleweed linux machine    after switching to the dark theme and restarting eclipse i openend the marketplace search dialog and noted that some parts of it are still styled in a  light  visual manner  which does not fit in with the dark theme     featured  banner  is very light   marketplaces area is very light   icons have white background  ,
631,564817,PDE,API Tools,NEW,,Getting Problems During Content Assist dialogue  box again and again,2020-07-01T07:40:18Z,created attachment   i have unchecked api tools proposals still this dialogue box not going   the  api tools javadoc proposals  proposal computer from the  org eclipse pde api tools ui  plug in did not complete normally  the extension has thrown a runtime exception   to avoid this message  disable the  org eclipse pde api tools ui  plug in or disable the  api tools proposals  category on the content assist preference page   i have unchecked the api tools proposals on the preferences java    editor   content assist    advanced    that does not stop the alert error from popping up   i don t know to disable the plug in  any hints on how to do that   this error renders the editor pretty much unusable  since one of the best things about eclipse is the content assist   thanks for any assistance ,
632,509525,Platform,Releng,RESOLVED,FIXED,Stop packaging Unix builds,2016-12-20T13:26:45Z,i checked   build   console to see how the build is doing  and then i spotted entries like these in the console           info  building tar   opt public eclipse builds   gitcache eclipse platform releng aggregator eclipse platform releng tychoeclipsebuilder sdk target products org eclipse sdk ide linux gtk   tar gz          info  building zip   opt public eclipse builds   gitcache eclipse platform releng aggregator eclipse platform releng tychoeclipsebuilder sdk target products org eclipse sdk ide solaris gtk   zip          info  building zip   opt public eclipse builds   gitcache eclipse platform releng aggregator eclipse platform releng tychoeclipsebuilder sdk target products org eclipse sdk ide hpux gtk   zip   bug   only requested to remove unix builds from the download page  although the referenced message to eclipse dev says the goal was to stop building them altogether   currently  i still see aix  hpux     solaris bundles in      i builds        but they there are no packaged builds for those platforms on          does it really make sense to package builds that we don t offer for download ,
633,415321,Platform,Text,CLOSED,WONTFIX,"""Restore deleted lines"" does not work for top and bottom of file",2013-08-19T09:28:10Z,os  windows     professional file encoding  utf    bug is reproducable in a custom xtext editor and the java editor of eclipse   eclipse for rcp and rap developers   version  kepler release   build id        steps to reproduce                                create test java file   with the following content       one      two      three         set the cursor at the start of the third line     select the lines above by pressing  shift   cursorup  two times     press  backspace          the lines are deleted         beside the line numbers a change indicator is shown         the file now looks like this       three         try to right click the change indicator to restore the deleted line         not possible         so  restore deleted lines  does not work for the lines at the top  steps to reproduce                                              create test java file   with the following content       one      two      three         set the cursor at the very end of the file     select the line above by pressing  shift   cursorup      press  backspace  two times         the lines are deleted         beside the line numbers a change indicator is shown         the file now looks like this       one      two      open the context menu on the change indicator     choose  restore   deleted lines          nothing happens  steps to reproduce                                              create test java file   with the following content       one      two      three         set the cursor at the very end of the file     select character wise backwards       until your reached the end of the second line     press  backspace          the bottom lines are deleted         beside the line numbers a change indicator is shown         the file now looks like this       one      two      open the context menu on the change indicator     choose  restore   deleted lines          nothing happens,
634,548443,Platform,IDE,ASSIGNED,,Windows10 Defender significantly slows down and freezes Eclipse,2019-06-19T16:34:06Z,created attachment   screenshot of task manager  for new users installing eclipse  windows defender by default on windows   can have a significant impact on startup times  this is observed regardless of eclipse or java version  most noticeable of course on larger packages  such as the jee distribution of eclipse   to reproduce     grab any epp eclipse package in zip form      ensure that windows defender on windows   is running with default settings      open task manager    startup eclipse  note that the  antimalware service executable  process running  windows defender antivirus service  will run for between   and   minutes  when it finally completes  the workspace dialog prompt will come up   for larger ides or updates to large configurations    this same slowdown is observed during first launch after upgrade   workaround  add to the windows defender s exclusions list  eclipse exe  to bypass it scanning the install   observation  it appears this is related to windows defender scanning jars as they are accessed as the eclipse process does slowly make some headway using a tiny bit of cpu itself ,
635,431707,Platform,UI,VERIFIED,FIXED,[QuickAccess] Quick Access should open a dialog if hidden,2014-04-01T13:20:45Z,if the user hides the the toolbar via window    hide toolbar the ctrl   shows this toolbar again    in case the toolbar is hidden  a dialog should be opened   and the toolbar should stay hidden   relevant class  org eclipse ui internal quickaccess searchfield,
636,448095,Orion,JS Tools,ASSIGNED,,[hover] Provide a hover for NLS keys,2014-10-21T14:50:50Z,we should provide a hover for nls keys   values   the common patterns seem to be      service side nls    nls   namekey   titlekey object properties    nls bundle loaded in define    define      messages  nlskey     messages mnlskey      the value for hover should include something like   title  nls  value  hover   string value    link to nls file,
637,482913,Platform,Text,ASSIGNED,,Need a command to reset font size,2015-11-24T14:58:38Z,once we have bug fixed  we need a command that gives users an easy way to reset font size  e g  ctrl   like in firefox ,
638,466532,Platform,Text,RESOLVED,FIXED,[typing] Support multiple carets/cursors/selections for text manipulation,2015-05-06T09:10:32Z,sublime or vs code users are really in love of multiple cursors for text edition  the principle is to create other cursors on the lines above of behind with ctrl alt up or ctrl alt down  or directly another cursor anywhere else with a ctrl clic  then any text insertion of deletion happens simultaneously on all cursors   this seems pretty useful for repetitive code  such as json or css ,
639,568937,JDT,Core,NEW,,Eclipse freeze when invoking type hierarchy for java.lang.Object,2020-11-18T19:33:57Z,eclipse freeze when invoking type hierarchy for java lang object  it doesn t make sense to make a type hierarchy for java lang object therefore the suggestion is to make the system not perform a th for java lang object ,
640,317045,JDT,Debug,VERIFIED,FIXED,Debug variables hover does not show value of fields of outer class,2010-06-16T14:00:23Z,during debug    hovering mouse over fields should display the name  if within an inner class only the values of fields of the inner class are shown  outer class fields values are not resolved    in the following excample  if breakpointis in assign  b will be displayed  but not a  when pasting  a  and  b  to  expresseions  both values are displayed  class a     int a    class b         int b      void assign             b a                   configuration details    product  eclipse             installed features   org eclipse jdt            ,
641,220791,Platform,UI,VERIFIED,FIXED,[Progress] Shrinking the progress view does not resize the job title,2008-02-28T17:58:42Z,a remaining issue from bug    if you have large job titles and you resize the progress view the task names will resize correctly but the job name will not   steps    check out some projects from cvs    reduce the size of the view  note that this is not an issue if the progress view starts small ,
642,108152,JDT,UI,REOPENED,,[inline] Inline Method doesn't remove imports,2005-08-26T17:07:45Z,be sure the  delete method declaration  checkbox is checked when inlining  method    see that the lingering static import statement is illegal                        bug source java                   package bug  public class source       public static void method   system exit                            destination java                    import static bug source method  class destination         method      ,
643,40568,Platform,Search,ASSIGNED,,File search should be able to use directory pattern.,2003-07-21T17:27:05Z,as a   app my project contains jsps and java classes    the struture of my repository is   tools toolname docroot   jsp  coreservice servicename docroot   jsp  now in order to search all jsps i have to create a working set and in that working set include all the docroot directories   this is time consuming and i think having a directory pattern in the file search would be helpful   for instance i could just use docroot   jsp instead of having to create a working set ,
644,439930,JDT,UI,VERIFIED,FIXED,[9][test] LeakTestSuite failing with JDK9,2014-07-18T22:08:03Z,version  luna   build id       all tests   in leaktestsuite of org eclipse jdt ui tests are failed on   with error below  java lang securityexception  cannot make java lang class classloader accessible at java lang reflect accessibleobject    at java lang reflect accessibleobject setaccessible  at org eclipse jdt ui leaktest reftracker referencetracker setaccessible  at org eclipse jdt ui leaktest reftracker referencetracker followfieldreference  at org eclipse jdt ui leaktest reftracker referencetracker visit  at org eclipse jdt ui leaktest reftracker referencetracker start  at org eclipse jdt ui leaktest leaktestcase collect  at org eclipse jdt ui leaktest leaktestcase assertinstancecount  at org eclipse jdt ui tests leaks javaleaktest testjavaeditorcloseoneoftwo  at junit extensions testdecorator basicrun  at junit extensions testsetup   protect  at junit extensions testsetup run  at org eclipse test eclipsetestrunner run  at org eclipse test eclipsetestrunner run  at org eclipse test uitestapplication   run  at org eclipse swt widgets runnablelock run  at org eclipse swt widgets synchronizer runasyncmessages  at org eclipse swt widgets display runasyncmessages  at org eclipse swt widgets display readanddispatch  at org eclipse   ui internal workbench swt partrenderingengine   run  at org eclipse core databinding observable realm runwithdefault  at org eclipse   ui internal workbench swt partrenderingengine run  at org eclipse   ui internal workbench   createandrunui  at org eclipse ui internal workbench   run  at org eclipse core databinding observable realm runwithdefault  at org eclipse ui internal workbench createandrunworkbench  at org eclipse ui platformui createandrunworkbench  at org eclipse ui internal ide application ideapplication start  at org eclipse test uitestapplication runapplication  at org eclipse test uitestapplication run  at org eclipse test uitestapplication start  at org eclipse equinox internal app eclipseapphandle run  at org eclipse core runtime internal adaptor eclipseapplauncher runapplication  at org eclipse core runtime internal adaptor eclipseapplauncher start  at org eclipse core runtime adaptor eclipsestarter run  at org eclipse core runtime adaptor eclipsestarter run  at org eclipse equinox launcher main invokeframework  at org eclipse equinox launcher main basicrun  at org eclipse equinox launcher main run  at org eclipse equinox launcher main main  at org eclipse core launcher main main   environment     eclipse automated tests     from    r             from http     java net download,
645,472701,JDT,UI,ASSIGNED,,[open type] Sorting,2015-07-15T09:18:38Z,the  open type  dialog   isn t too smart and could do better   it could prefer classes from the  current  project   or event classes from recently used projects  it should sort classes coming from jars to the bottom  it should sort classes coming from jdk event more to the bottom  classes from my workspace are always more likely  what i want ,
646,503431,Platform,SWT,RESOLVED,FIXED,[wayland] Mouse button release event not triggering from gdk_event_get() causing DND timeout,2016-10-04T15:45:42Z,run snippet   in eclipse swt snippets  try switching around tabs  you will notice that there is a noticeable delay in between the switch ,
647,509576,Platform,UI,RESOLVED,FIXED,e4 model editor shows duplicates entries for the application node,2016-12-21T12:44:33Z,if you do perform a text search for an id in the application and click on the result it created double entries in the application model editor ,
648,411274,EGit,UI,CLOSED,WORKSFORME,Support storing SSH key passphrase in secure store,2013-06-20T15:19:20Z,it would be nice if egit can somehow integrate with keyring on mac os x for storing passphrases of ssh keys   fwiw  there is a workaround available by using the native ssh agent    store ssh key passphrase in mac keyring,
649,472716,EGit,Mylyn,RESOLVED,FIXED,Git commit message in staging view does not change when switching task,2015-07-15T11:15:41Z,created attachment   eclipse installation details   configuration  scenario    start   task in mylyn  and make several commits via the git staging view  after each commit  the git staging view prefills with a commit message from the current mylyn task    resolve bug and deactivate mylyn task    the prefilled git message remains in the git staging view    activate a new mylyn task    the prefilled git message remains in the git staging view    the first commit of the new task is done with the old prefilled message      the first commit triggers a reset of the git commit message to the currently active mylyn task  so all subsequent commits have the correct message   result  all first commits on a jira issue have the commit message of the previous issue     this is on eclipse luna   ,
650,540303,EGit,UI,NEW,,Impossible to share a project when the GIT repository already contains an Eclipse project,2018-10-19T12:02:56Z,i create  project files for my maven parent project in the root directory of my git repository    unfortunaltely  it is not possible to share the project using share project  the work around is to delete the project from workspace and to copy it using the file system and then to reimport it from the git repositories view  not really handy ,
651,509583,Platform,UI,RESOLVED,FIXED,Reduce usage of margins for Application model editor,2016-12-21T14:21:27Z,,
652,468626,Papyrus,Diagram,RESOLVED,FIXED,[Class Diagram] Graphical notation of template bindings is wrong,2015-05-28T13:20:48Z,created attachment   the incorrect template binding notation  papyrus mars post    commit   or later   now that bug   is fixed and we can create template bindings in class diagrams  it is evident that papyrus has got their graphical notation wrong   they are presented as generalizations and are missing the «bind» keyword   they should be dashed lines with simple open arrow heads  just like dependencies     see the attachment for details ,
653,509587,Platform,SWT,CLOSED,WONTFIX,[Browser][Webkit 1] JVM crashes tracking bug    (libwebkitgtk-3.0 g_main_context_iteration setVisible SIGSEGV javadoc AbstractInformationControl BrowserInformationControl contentassist),2016-12-21T14:48:52Z,  is notorious for crashing a lot   there appears to be various reasons  this bug is to keep track of them   one pattern i noticed is that webkit will often crash if os g main context iteration is called in java while webkit is doing something   a common pattern seen in crash dumps is as following     native frames      c   libwebkitgtk     so        c   libwebkitgtk     so               c   libglib     so           java frames      j    org eclipse swt internal gtk os  g main context iteration z            common pattern          j  org eclipse swt widgets shell setvisible v           at present i m working on   port  where crashes mostly resolved  so i may not work on fixing   bugs    but i think it s useful to keep track of them ,
654,538259,Apogy,General,NEW,,Auto-Start Capability,2018-08-24T17:09:29Z,apogy should provide an auto start capability  the follwoing startup flags   should be supported   apogyautostart true false enables or disabled auto start    apogyautostartsessionurl url the url specifying which session to load as part of the autostart    apogyautostartperspectiveid perspectiveid the identifier of the perspective to open  if left undefined  the last desktop configuration will be used   the session model should be modified to include a class autostartattributes that should contain       the initialcondition to apply after the variables have been instanciated  can be left undefined      the program initilizationprogram to run   to start up the systems  can be left undefined ,
655,460442,EGit,UI,RESOLVED,FIXED,Commit Viewer: NPE at jgit.diff.DiffFormatter.formatHeader() when switching to Diff tab in merge commit,2015-02-20T13:07:55Z,using egit jgit         r  i m hitting the npe below when clicking on the diff tab of a certain commit in the commit viewer   i can reproduce it  but only with that particular commit   with e g  its parent it works  then only particular thing about that commit which is causing the npe is that it happens to be my lastest merge commit  so it has two parents  and no children    java lang nullpointerexception  at org eclipse jgit diff diffformatter formatheader   at org eclipse jgit diff diffformatter createformatresult   at org eclipse jgit diff diffformatter format   at org eclipse egit ui internal history filediff outputdiff   at org eclipse egit ui internal commit diffstylerangeformatter write   at org eclipse egit ui internal commit diffeditorpage   run   at org eclipse core internal jobs worker run ,
656,128666,JDT,Text,ASSIGNED,,[syntax highlighting] Separate coloring of final parameters,2006-02-20T15:39:28Z,it would be helpful to have a different parameter for method parameters that are declared as final  then i would color the final parameters e g  green   and the non final parameters as orange       ,
657,493212,JDT,UI,REOPENED,,[refactor] Move type to new file doesn't correctly alter static imported references,2016-05-09T08:46:29Z,i have the following annotation                                                  package test   import static test annotation e x   public  interface annotation        e e  default x       enum e           x  y  z                                                          i now choose to refactor    move type to new file on the enum e  this produces the following invalid code  as the static import is left untouched                                                 package test   import static test annotation e x   public  interface annotation        e e  default x                                                  package test   public enum e       x  y  z                                                   the expected output is                                                 package test   import static test e x     fix here  public  interface annotation        e e  default x                                                  package test   public enum e       x  y  z                                                 ,
658,562847,z_Archived,m2e,NEW,,Deploy to JFrog Artifactory fails with 401 - Unauthorized,2020-05-05T18:15:11Z,i upgraded from simrel     with   version         now i receive fail in deploy commands with unauthorized access  but it is not consistent behavior   infos  project a   a modular project that builds   pom artifacts project b   a lib project that builds jar  sources and pom artifacts eclipse and command line have same settings xml   and command line command   clean deploy   scenario     deploy projects a and b using command line result   success  scenario     deploy project a with   result   success  scenario     deploy project b with   result   fail  details about erro    it successfully upload pom artifact  then fails on jar upload,
659,577184,PDE,UI,RESOLVED,FIXED,[target] Allow references to other targets inside a target-file,2021-11-10T13:17:40Z,the tpd plugin    has a convenient feature to include files  also tycho support defining multiple target files to be merged  this could be useful for plain pde targets as well   a  one might reuse some target from another source but extend it with additional stuff b  one might like to split a target into smaller more manageable chuncks c  one might to have some stuff resolved with planner but other with slicer mode  the proposal is to add a new target type  target  with a single attribute  uri  this uri could then point to the actual target to resolve and include in the resulting target  uri here means  any uri that could be converted into an url   and the uri should be capable of containing placeholder like directory locations   i ll provide a gerrit for this in the next days            cbi targetplatform dsl syntax,
660,173732,CDT,cdt-core,RESOLVED,WONTFIX,"ANSI C's 'scanf()' and 'printf()' confused in Console [see comment 2, comment 8, comment 43 and comment 47 for workarounds]",2007-02-10T07:08:32Z,i tried using eclipse c c     to compile and execute a simple ansi c program with  scanf   and  printf   routines  it turns out that some unexpected results happens in the eclipse console  when in fact  the same program runs smoothly under  cygwin  x term after being compiled with gcc  here is the simple c program i tried  after creating a  managed make c project     include  int main    int       sum  printf   scanf   printf   scanf   sum          printf   return       the behaviour in the console is that no  printf   statements ever executed until after all the  scanf   have been executed  namely  i need to first type in the two integers before the  printf   messages become visible and the sum is printed  this is certainly not the man machine interaction intended in the program   my question is this  is the eclipse c c     programmed to handle the ansi c s basic input and output routines such  scanf   and  printf   properly  for other ansi c programs using only printf   i observed that everything seems running smoothly ,
661,548517,RCPTT,Runner,REOPENED,,"Unresolved requirement: Require-Bundle: org.antlr.runtime; bundle-version=""[3.2.0,3.3.0)""",2019-06-21T14:10:01Z,rcptt       snapshot eclipse      hello  i was unable to launch my test suite using the latest rcptt runner nightly         the product is launched but it goes into a restart loop until a timeout is reached    i have tested the rcptt product and it works  the issue is only present in the runner   the problem seems to be a missing dependency towards arg antlr runtime  bundle version                  after some investigation i realized that arg antlr runtime          was already installed in the aut   and i m guessing that since a more recent version of antlr exists  rcptt fails to install its required version   the workaround was to add an explicit dependency towards a arg antlr runtime       in our product   bellow you can find the associated log trace   best regards  sandu                                                    entry org eclipse rcptt core                    message frameworkevent error  stack   org osgi framework bundleexception  could not resolve module  org eclipse rcptt core       unresolved requirement  require bundle  org eclipse rcptt ecl parser  bundle version                  visibility   reexport         bundle symbolicname  org eclipse rcptt ecl parser  bundle version            singleton   true         org eclipse rcptt ecl parser              unresolved requirement  require bundle  org antlr runtime  bundle version                   at org eclipse osgi container module start   at org eclipse osgi container modulecontainer containerstartlevel   run   at org eclipse osgi internal framework equinoxcontaineradaptor     execute   at org eclipse osgi container modulecontainer containerstartlevel incstartlevel   at org eclipse osgi container modulecontainer containerstartlevel incstartlevel   at org eclipse osgi container modulecontainer containerstartlevel docontainerstartlevel   at org eclipse osgi container modulecontainer containerstartlevel dispatchevent   at org eclipse osgi container modulecontainer containerstartlevel dispatchevent   at org eclipse osgi framework eventmgr eventmanager dispatchevent   at org eclipse osgi framework eventmgr eventmanager eventthread run    entry org eclipse rcptt core ecl core                    message frameworkevent error  stack   org osgi framework bundleexception  could not resolve module  org eclipse rcptt core ecl core       unresolved requirement  require bundle  org eclipse rcptt ecl operations        bundle symbolicname  org eclipse rcptt ecl operations  bundle version            singleton   true         org eclipse rcptt ecl operations              unresolved requirement  require bundle  org eclipse rcptt ecl parser  bundle version                               bundle symbolicname  org eclipse rcptt ecl parser  bundle version            singleton   true                org eclipse rcptt ecl parser                     unresolved requirement  require bundle  org antlr runtime  bundle version                   unresolved requirement  require bundle  org eclipse rcptt core  bundle version                  visibility   reexport         bundle symbolicname  org eclipse rcptt core  bundle version            singleton   true         org eclipse rcptt core              unresolved requirement  require bundle  org eclipse rcptt ecl parser  bundle version                  visibility   reexport                bundle symbolicname  org eclipse rcptt ecl parser  bundle version            singleton   true    unresolved requirement  require bundle  org eclipse rcptt verifications  bundle version                        bundle symbolicname  org eclipse rcptt verifications  bundle version            singleton   true         org eclipse rcptt verifications              unresolved requirement  require bundle  org eclipse rcptt core  bundle version                               bundle symbolicname  org eclipse rcptt core  bundle version            singleton   true    unresolved requirement  require bundle  org eclipse rcptt reporting  bundle version                  visibility   reexport         bundle symbolicname  org eclipse rcptt reporting  bundle version            singleton   true         org eclipse rcptt reporting              unresolved requirement  require bundle  org eclipse rcptt core  bundle version                  visibility   reexport                bundle symbolicname  org eclipse rcptt core  bundle version            singleton   true    at org eclipse osgi container module start   at org eclipse osgi container modulecontainer containerstartlevel   run   at org eclipse osgi internal framework equinoxcontaineradaptor     execute   at org eclipse osgi container modulecontainer containerstartlevel incstartlevel   at org eclipse osgi container modulecontainer containerstartlevel incstartlevel   at org eclipse osgi container modulecontainer containerstartlevel docontainerstartlevel   at org eclipse osgi container modulecontainer containerstartlevel dispatchevent   at org eclipse osgi container modulecontainer containerstartlevel dispatchevent   at org eclipse osgi framework eventmgr eventmanager dispatchevent   at org eclipse osgi framework eventmgr eventmanager eventthread run ,
662,472741,Community,MailingLists,RESOLVED,FIXED,Mail archives HTML should encode to UTF-8 rather than ISO8859-1,2015-07-15T13:24:15Z,there is a mismatch between encoding used in the mail message archive html pages and the actual content   take the following message for example        dev   html  the page head has       meta http equiv  content type  content  text html  charset iso        the original message headers has      content type  text plain  charset utf      content transfer encoding  quoted printable  it s interesting that the content has quoted printable text  and the mailing list software has properly un quoted it for display      i think it would be great to be enable using jdt       null analysis      for the eclipse platform and opened bug        so my guess is that the mailing archive software is trying to re render text in iso     which isn t a subset of utf     it might just be a config setting ,
663,470695,JDT,Core,NEW,,NullPointerException in ProblemReporter.typesAsString (7973),2015-06-22T11:12:15Z,dear jdt team   this came in via the automated error reporting  i don t think this problem is unique to or caused by code recommender s subwords completion  as all it does is call compilationunit codecomplete    i hope the stack trace is enough to construct a scenario to reproduce this error     the following incident was reported via the automated error reporting        code                          plugin                  org eclipse recommenders subwords               message                 exception during code completion     fingerprint                   exception class         java lang nullpointerexception     exception message             number of children                 java lang nullpointerexception  null     at org eclipse jdt internal compiler problem problemreporter typesasstring      at org eclipse jdt internal compiler problem problemreporter typesasstring      at org eclipse jdt internal compiler problem problemreporter typesasstring      at org eclipse jdt internal compiler problem problemreporter invalidconstructor      at org eclipse jdt internal compiler ast allocationexpression resolvetype      at org eclipse jdt internal codeassist complete completiononmemberaccess resolvetype      at org eclipse jdt internal compiler ast expression resolve      at org eclipse jdt internal compiler ast block resolve      at org eclipse jdt internal compiler ast lambdaexpression resolvetype      at org eclipse jdt internal compiler ast arrayinitializer resolvetypeexpecting      at org eclipse jdt internal compiler ast arrayallocationexpression resolvetype      at org eclipse jdt internal compiler ast allocationexpression resolvetype      at org eclipse jdt internal codeassist complete completiononmemberaccess resolvetype      at org eclipse jdt internal compiler ast expression resolve      at org eclipse jdt internal compiler ast block resolve      at org eclipse jdt internal compiler ast abstractmethoddeclaration resolvestatements      at org eclipse jdt internal compiler ast methoddeclaration resolvestatements      at org eclipse jdt internal compiler ast abstractmethoddeclaration resolve      at org eclipse jdt internal compiler ast typedeclaration resolve      at org eclipse jdt internal compiler ast typedeclaration resolve      at org eclipse jdt internal compiler ast compilationunitdeclaration resolve      at org eclipse jdt internal codeassist completionengine complete      at org eclipse jdt internal core openable codecomplete      at org eclipse jdt internal core compilationunit codecomplete      at org eclipse jdt internal core compilationunit codecomplete      at org eclipse recommenders internal subwords rcp subwordssessionprocessor initializecontext      at org eclipse recommenders completion rcp processable intelligentcompletionproposalcomputer fireinitializecontext      at org eclipse recommenders completion rcp processable intelligentcompletionproposalcomputer computecompletionproposals      at org eclipse jdt internal ui text java completionproposalcomputerdescriptor computecompletionproposals      at org eclipse jdt internal ui text java completionproposalcategory computecompletionproposals      at org eclipse jdt internal ui text java contentassistprocessor collectproposals      at org eclipse jdt internal ui text java contentassistprocessor computecompletionproposals      at org eclipse jface text contentassist contentassistant   run      at org eclipse core runtime saferunner run      at org eclipse jface text contentassist contentassistant computecompletionproposals      at org eclipse jface text contentassist completionproposalpopup computeproposals      at org eclipse jface text contentassist completionproposalpopup access        at org eclipse jface text contentassist completionproposalpopup   run      at org eclipse swt custom busyindicator showwhile      at org eclipse jface text contentassist completionproposalpopup showproposals      at org eclipse jface text contentassist contentassistant   run      at org eclipse swt widgets runnablelock run      at org eclipse swt widgets synchronizer runasyncmessages      at org eclipse swt widgets display runasyncmessages      at org eclipse swt widgets display readanddispatch      at org eclipse   ui internal workbench swt partrenderingengine   run      at org eclipse core databinding observable realm runwithdefault      at org eclipse   ui internal workbench swt partrenderingengine run      at org eclipse   ui internal workbench   createandrunui      at org eclipse ui internal workbench   run      at org eclipse core databinding observable realm runwithdefault      at org eclipse ui internal workbench createandrunworkbench      at org eclipse ui platformui createandrunworkbench      at org eclipse ui internal ide application ideapplication start      at org eclipse equinox internal app eclipseapphandle run      at org eclipse core runtime internal adaptor eclipseapplauncher runapplication      at org eclipse core runtime internal adaptor eclipseapplauncher start      at org eclipse core runtime adaptor eclipsestarter run      at org eclipse core runtime adaptor eclipsestarter run      at sun reflect nativemethodaccessorimpl        at sun reflect nativemethodaccessorimpl invoke      at sun reflect delegatingmethodaccessorimpl invoke      at java lang reflect method invoke      at org eclipse equinox launcher main invokeframework      at org eclipse equinox launcher main basicrun      at org eclipse equinox launcher main run          general information       reported by       doug schaefer     anonymous id                    eclipse build id                eclipse product   org eclipse epp package java product     operating system  macosx           cocoa     jre version                the following plug ins were present on the execution stack           org eclipse core databinding                  org eclipse core                  org eclipse core                  org eclipse   ui                  org eclipse   ui workbench                  org eclipse equinox                  org eclipse equinox                  org eclipse                  org eclipse jdt                  org eclipse jdt                  org eclipse jface                  org eclipse                  org eclipse recommenders completion                  org eclipse recommenders subwords                  org eclipse                  org eclipse                  org eclipse ui ide                  org eclipse ui            please note that    messages  stacktraces  and nested status objects may be shortened    bug fields like status  resolution  and whiteboard are sent   back to reporters    the list of present bundles and their respective versions was   calculated by package naming heuristics  this may or may not reflect reality   other resources    report     problems       manual     guide   thank you for your assistance  your friendly error reports inbox   this bug was created on behalf of andreas sewe codetrails com ,
664,501419,EGit,UI,RESOLVED,FIXED,"Git Staging view: ""Commit and Push..."" must not push without possibility to cancel",2016-09-14T12:59:29Z,created attachment   config  egit         r  i was working on the master branch of a local repo with the given config  in the git staging view   add change id  was disabled  and the button on the left was called  commit and push       when i clicked the button  the commit was pushed without any further questions  every command whose name ends in an ellipsis   must open a dialog that allows the user to cancel without performing a persistent action   either the button must be renamed in that case  or the push branch dialog can be opened that e g  allows to chose a remote ,
