Unnamed: 0,Bug_Id,Product,Component,Status,Resolution,Summary,Changed,Description,Duplicate_Bug_Ids,Type,Updated,Bug Id
292,1348392,GeckoView,General,RESOLVED,DUPLICATE,[geckoview] Allow apps to configure proxy information,,for gv this may just boil down to having a way to set a socks proxy and twiddling some stuff to make fingerprinting more difficult ,1525486.0,enhancement,2019-06-07 08:58:36,1348392.0
293,1609714,GeckoView,General,RESOLVED,DUPLICATE,Intl.DateTimeFormat().resolvedOptions() does not return proper timezone in Android devices,,user agent  mozilla       applewebkit       chrome         safari      steps to reproduce    intl datetimeformat  resolvedoptions  timezone  is expected to return a  string  value identifying the runtime s default time zone  in firefox for desktop    such a  string  value matches one of the timezones in the iana tz database    the preferred format for that string is  area location   and indeed firefox for desktop seems to always produce such values  so for the following locations i will get the following values    spain  madrid     intl datetimeformat  resolvedoptions  timezone    europe madrid      lithuania     intl datetimeformat  resolvedoptions  timezone    europe vilnius      north macedonia     intl datetimeformat  resolvedoptions  timezone    europe belgrade        ghana     intl datetimeformat  resolvedoptions  timezone    africa accra      us  denver     intl datetimeformat  resolvedoptions  timezone    america denver      us  honolulu     intl datetimeformat  resolvedoptions  timezone    pacific honolulu      australia  darwin     intl datetimeformat  resolvedoptions  timezone    australia darwin    now i open firefox   on different android devices    and ask again for  intl datetimeformat  resolvedoptions  timezone  when changing the timezone of my device    actual results   the results i get are    spain  madrid     intl datetimeformat  resolvedoptions  timezone    cet      lithuania     intl datetimeformat  resolvedoptions  timezone    europe athens      north macedonia     intl datetimeformat  resolvedoptions  timezone    cet     ghana     intl datetimeformat  resolvedoptions  timezone    utc      us  denver     intl datetimeformat  resolvedoptions  timezone    america denver      us  honolulu     intl datetimeformat  resolvedoptions  timezone    hst      australia  darwin     intl datetimeformat  resolvedoptions  timezone    utc      expected results   i would expect the same results when using firefox in my mobile device as the ones i get in my desktop    as can be seen from the few examples below  with respect to the  desktop timezone   the  mobile timezone     sometimes it is correct      sometimes it has the same offset but the name of another canonical timezone      sometimes it has the same offset  but the name of a timezone that is not in the preferred format   by the tz database  arguably we should not use such timezones anymore nowadays  and indeed they re considered as deprecated by many libraries      sometimes it is just wrong   ,1534160.0,defect,2020-05-10 23:46:15,1609714.0
294,1387181,Firefox for iOS,General,RESOLVED,DUPLICATE,DB should not be accessed on main thread,,for a responsive ui  this should never happen  here is the app starting from scratch  and some of the stack traces where db access is happening on the main thread   the code i used to grab samples of the stack trace      stacktraces   from cold start     tapping history panel    ,1404087.0,defect,2017-10-10 20:09:46,1387181.0
295,1465832,GeckoView,General,RESOLVED,DUPLICATE,Fire browser-idle-startup-tasks-finished after idle startup tasks have finished,,browser idle startup tasks finished is an observer notification that was added in bug   that acts as the  endpoint  for the scriptpreloader     it used to wait for browser delayed startup finished  but we figure that widening the window makes good sense   we should make sure that geckoview   fires this notification to  close the window  once their start up idle tasks are done to make sure those scripts get properly pre parsed and cached        if you re not familiar with scriptpreloader  i wrote about it here         firefox performance update   ,1496684.0,enhancement,2019-02-09 10:40:18,1465832.0
296,1533840,GeckoView,General,RESOLVED,DUPLICATE,Add convenience methods for dealing with WebRequest/WebResponse bodies,,it s pretty common to be dealing with  string  or  jsonobject  bodies instead of raw  bytebuffer   we should add methods to make that easier ,1529930.0,enhancement,2021-09-28 14:10:51,1533840.0
297,1389511,Firefox for iOS,Build & Test,RESOLVED,DUPLICATE,Leanplum messages are failing XCUI Tests by blocking the view,,created attachment   screen shot       at       am png  xcui tests are failing because the leanplum messages are covering the ui elements   leanplum should be disabled for buddybuild simulator builds ,1414239.0,defect,2017-11-03 05:40:29,1389511.0
299,1490081,Firefox for iOS,Browser,RESOLVED,DUPLICATE,New iOS12 Password autofill support,,lets support the new password autofill spec in  ,1466751.0,enhancement,2019-11-22 00:49:44,1490081.0
301,1450480,Firefox for iOS,Sync,RESOLVED,DUPLICATE,[PushBox] Register or upgrade capabilities with FxA at device registration.,,the capabilities json blob is a read only object generated by each version of firefox for ios      the format has not yet been fully spec d yet      edit ,1463826.0,defect,2018-07-16 13:50:53,1450480.0
303,1450491,Firefox for iOS,Sync,RESOLVED,DUPLICATE,[PushBox] Retrieve the payload from the decrypted webpush message.,,the webpush message is already being decrypted properly    this adds additional fields to allow the retrieval of the pushboxed tab payload        use oauth token and  index  from push message to retrieve pushbox payload         index  is a url        oauthtoken is as a header ,1463826.0,defect,2018-07-16 13:52:18,1450491.0
304,1558865,GeckoView,General,RESOLVED,DUPLICATE,CSS: @media (hover: hover) rules run even if the device doesn't support hovering,,user agent  mozilla       gecko   firefox      steps to reproduce   i used the following minimal webpage         doctype html   html     head       title test  title       style type  text css           body               background  red                      media                 body                   background  blue                                style      head     body      body    html       here s a jsfiddle      this bug report was inspired by this stackoverflow question     media query for devices supporting hover    actual results   on firefox for desktop  i see a blue background  same on firefox for android and on chromium for desktop    expected results   on firefox for android  i expected a red background  since the primary input mechanism on my phone cannot  conveniently hover over elements    on chrome for android i correctly see a red background ,1556983.0,defect,2021-11-17 16:49:21,1558865.0
305,1457601,GeckoView,General,RESOLVED,DUPLICATE,Remove non-e10s mode,,i think it s too much of a burden to require that we make everything work in both   and non  we should just use   all the time ,1650118.0,enhancement,2021-08-04 15:02:11,1457601.0
306,1450481,Firefox for iOS,Sync,RESOLVED,DUPLICATE,"[PushBox] Ensure we generate and store the public/private key for webpush,",, even if the apns push registration fails   webpush encryption will be used for encrypting tab metadata when sending tabs via pushbox ,1463826.0,enhancement,2018-07-16 13:50:56,1450481.0
309,1450482,Firefox for iOS,Sync,RESOLVED,DUPLICATE,[PushBox] Change the clients table to include a capabilities column.,,capabilities should be synchronized via the clients collection ,1463826.0,defect,2018-07-16 13:50:58,1450482.0
311,1508969,GeckoView,General,RESOLVED,DUPLICATE,Improve GeckoResult Kotlin API,,geckoresult promise type requires a lot of kotlin boilerplate code when wrapping in a coroutine  we need to improve the geckoresult design to make this easier  or provide a kotlin interface for an improved developer experience ,1463790.0,enhancement,2018-12-20 09:45:20,1508969.0
312,1450493,Firefox for iOS,Sync,RESOLVED,DUPLICATE,[PushBox] Add restoreTab method to reconstruct a tab sent from another device,,add a method to bvc to reify a tab from a senttab object      this may include       populating the back forward list   latterly  this may later include     changing the scroll position    adding auth tokens ,1463826.0,enhancement,2018-07-16 13:52:12,1450493.0
313,1450483,Firefox for iOS,Sync,RESOLVED,DUPLICATE,[PushBox] Periodically retrieve pushbox endpoint,,  from   well known fxa client configuration  store this for later use when retrieving undelivered pushbox messages ,1463826.0,defect,2018-07-16 13:51:00,1450483.0
314,1494369,GeckoView,General,RESOLVED,DUPLICATE,GeckoView: Add APIs for visited URLs,,we will need two geckoview apis       geckoview notifying the app about a visited url      the app providing visited urls to geckoview in order to do link coloring  related webview apis      hl cs doupdatevisitedhistory      hl cs getvisitedhistory ,1494713.0,enhancement,2018-12-20 08:27:20,1494369.0
317,1682666,GeckoView,GeckoViewExample,RESOLVED,DUPLICATE,Add GeckoView.setDynamicToolbarMaxHeight to GVE,,adding this api to gve will help resolve bugs that can be reproduced only with it enabled as we see in bug   ,1500644.0,enhancement,2020-12-17 23:07:45,1682666.0
318,1367963,Firefox for iOS,Firefox Accounts,RESOLVED,DUPLICATE,Refactor Supported Locales Data Structure in LeanplumIntegration,,see this comment for details    mobile firefox ios pull   files diff  ,1414242.0,enhancement,2017-11-03 05:43:22,1367963.0
319,1400727,GeckoView,General,RESOLVED,DUPLICATE,Intermittent autophone-s1s2 | application crashed [@ libc.so + 0x1a772],,filed by  dluca  at  mozilla com     job id   repo mozilla central   object object ,1392690.0,defect,2018-12-20 08:27:20,1400727.0
331,1507167,GeckoView,Extensions,RESOLVED,DUPLICATE,mobile/android/components/extensions/test/mochitest/test_ext_tabs_create.html | Test timed out.,,filed by  jwillcox  at  mozilla com     job id   repo try     task oj   runs   artifacts public logs live backing log  this and many other extension tests fail in automation under testrunneractivity ,1616625.0,defect,2021-08-31 07:24:54,1507167.0
363,1523674,GeckoView,General,RESOLVED,DUPLICATE,"Intermittent dom/indexedDB/test/test_file_resurrection_delete.html | Correct ref count - got 1, expected +0",,  markdown   filed by  jwillcox  at  mozilla com     job id   repo try     task   runs   artifacts public logs live backing log,1093064.0,defect,2019-08-11 23:39:37,1523674.0
367,1400719,GeckoView,General,RESOLVED,DUPLICATE,Intermittent autophone-s1s2 | application crashed [unknown top frame],,filed by  dluca  at  mozilla com     job id   repo mozilla central   object object ,1164052.0,defect,2018-12-20 08:27:20,1400719.0
371,1400726,GeckoView,General,RESOLVED,DUPLICATE,Intermittent autophone-s1s2 | application crashed [unknown top frame],,filed by  dluca  at  mozilla com     job id   repo mozilla central   object object ,1164052.0,defect,2018-12-20 08:27:20,1400726.0
421,1725212,GeckoView,General,RESOLVED,DUPLICATE,Intermittent org.mozilla.geckoview.test.PanZoomControllerTest.touchEventForResultWithPreventDefault | java.lang.AssertionError: The input result should be HANDLED_CONTENT in /assets/www/iframe_98vh_scrollable.html,,  filed by    aklotz  at  mozilla com   parsed log      job id   repo try   full log      ci tc services mozilla com api queue   task lrpfglkgsvkzimft fhqhg runs   artifacts public logs live backing log              ,1678895.0,defect,2021-08-15 23:28:27,1725212.0
427,1690356,GeckoView,General,RESOLVED,DUPLICATE,Crash in [@ EMPTY: no crashing thread identified; ERROR_NO_MINIDUMP_HEADER],,maybe fission related      crash report    stats mozilla org report index          ,1644486.0,defect,2021-03-29 10:34:14,1690356.0
428,1694985,GeckoView,General,RESOLVED,DUPLICATE,Crash in [@ nsTArray_Impl<T>::ClearAndRetainStorage | nsTArray_Impl<T>::Clear | nsTArray_Impl<T>::operator= | mozilla::RemoteDataDecoder::Flush],,crash report    stats mozilla org report index            reason     sigsegv  segv accerr     top   frames of crashing thread        libxul so nstarray impl refptr mozilla  mediadata   nstarrayinfallibleallocator   clearandretainstorage xpcom ds nstarray h     libxul so nstarray impl refptr mozilla  mediadata   nstarrayinfallibleallocator   clear xpcom ds nstarray h     libxul so nstarray impl refptr mozilla  mediadata   nstarrayinfallibleallocator   operator  xpcom ds nstarray h     libxul so mozilla  remotedatadecoder  flush dom media platforms android remotedatadecoder cpp     libxul so mozilla  mediadatadecoderproxy  flush dom media platforms wrappers mediadatadecoderproxy cpp     libxul so mozilla  detail  proxyfunctionrunnable mozilla  ememediadatadecoderproxy  flush xpcom threads mozpromise h     libxul so mozilla  taskqueue  runner  run xpcom threads taskqueue cpp     libxul so nsthreadpool  run xpcom threads nsthreadpool cpp     libxul so nsthread  processnextevent xpcom threads nsthread cpp     libxul so ns processnextevent xpcom threads nsthreadutils cpp      ,1689329.0,defect,2021-02-25 09:49:51,1694985.0
430,1634428,GeckoView,Extensions,RESOLVED,DUPLICATE,Intermediate loads of about:blank when navigating to/from extension page,,when loading an extension page in a session that has a regular page loaded there s always an intermediate load of about blank  the same happens when loading a regular page when an extension page is loaded   i assume this is due to   bug cgi id      this affects reader mode as users will always briefly see about blank flicker in the toolbar  i am not sure how to workaround that in the app   a c  other than ignoring all loads to about blank ,1447406.0,defect,2020-04-30 08:14:08,1634428.0
431,1712785,GeckoView,General,RESOLVED,DUPLICATE,Crash IllegalArgumentExceptionandroid.graphics.RenderNode in stretch,,we are seeing multiple reports of this  exceptions in release     beta   and  nightly   versions of firefox for android        java lang illegalargumentexception  vecy must be a finite  non nan value nan     at android graphics rendernode stretch      at android widget edgeeffect draw      at org mozilla geckoview overscrolledgeeffect draw      at org mozilla geckoview overscrolledgeeffect draw      at org mozilla geckoview geckoview dispatchdraw      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view viewgroup recreatechilddisplaylist      at android view viewgroup dispatchgetdisplaylist      at android view view updatedisplaylistifdirty      at android view threadedrenderer updateviewtreedisplaylist      at android view threadedrenderer updaterootdisplaylist      at android view threadedrenderer draw      at android view viewrootimpl draw      at android view viewrootimpl performdraw      at android view viewrootimpl performtraversals      at android view viewrootimpl dotraversal      at android view viewrootimpl traversalrunnable run      at android view choreographer callbackrecord run      at android view choreographer docallbacks      at android view choreographer doframe      at android view choreographer framedisplayeventreceiver run      at android os handler handlecallback      at android os handler dispatchmessage      at android os looper looponce      at android os looper loop      at android app activitythread main      at java lang reflect method invoke      at com android internal os runtimeinit methodandargscaller run      at com android internal os zygoteinit main      ,1707959.0,defect,2021-05-25 11:34:31,1712785.0
433,1695040,GeckoView,General,RESOLVED,DUPLICATE,Crash in [@ java.lang.SecurityException: at android.os.Parcel.createExceptionOrNull(Parcel.java)],,crash report    stats mozilla org report index            java stack trace      java lang securityexception  at android os parcel createexceptionornull   at android os parcel createexception   at android os parcel readexception   at android os parcel readexception   at com android internal telephony itelephony stub proxy getnetworktypeforsubscriber   at android telephony telephonymanager getnetworktype   at android telephony telephonymanager getnetworktype   at org mozilla gecko geckoappshell getnetworklinktype   at org mozilla gecko mozglue geckoloader nativerun   at org mozilla gecko geckothread run     ,1694179.0,defect,2021-02-25 12:48:54,1695040.0
434,1727150,GeckoView,General,RESOLVED,DUPLICATE,~10 MB increase in x86/x86_64 libxul.so size on 2021-08-20,,the size of libxul increased for   out of   android cpu architectures  this happened on august    for   and   this was   mb  for arm     it was   mb  for arm     there was no increase ,1726544.0,defect,2021-08-26 06:34:53,1727150.0
435,1647011,GeckoView,General,RESOLVED,DUPLICATE,Crash nsWindow::LayerViewSupport::RecvScreenPixels,,tons of report for this crash  we should probably skip  libc so  and  libart so  frames  ni to myself to do that on monday   this bug is for crash report bp             top   frames of crashing thread         libc so  libc so     context ø    libc so  libc so     frame pointer ø    libart so  libart so     frame pointer ø    libbase so  libbase so     frame pointer ø    libart so  libart so     frame pointer ø    libart so  libart so     frame pointer ø    libart so  libart so     frame pointer ø    libart so  libart so     frame pointer    libxul so  nswindow  layerviewsupport  recvscreenpixels   widget android nswindow cpp    frame pointer    libxul so  mozilla  layers  uicompositorcontrollerchild  recvscreenpixels   gfx layers ipc uicompositorcontrollerchild cpp    cfi    libxul so  mozilla  layers  puicompositorcontrollerchild  onmessagereceived   ipc ipdl puicompositorcontrollerchild cpp    cfi    libxul so  mozilla  ipc  messagechannel  dispatchmessage   ipc glue messagechannel cpp    cfi    libxul so  mozilla  ipc  messagechannel  messagetask  run   ipc glue messagechannel cpp    cfi    libxul so  long mozilla  jni  nativestub mozilla  java  geckothread  runuithreadcallback t  geckothreadsupport  mozilla  jni  args      wrap  geckothreadsupport  runuithreadcallback    widget android jni natives h    cfi    ,1644561.0,defect,2020-06-25 09:18:19,1647011.0
438,1652856,GeckoView,General,RESOLVED,DUPLICATE,Unable to download attachments from restricted Bugzilla bugs,, fenix issue   this bug maybe the cause for other authenticated sites failing to download files       steps to reproduce   login to bugzilla   open a restricted eg  bug        anyone who needs access to this just ask  this is a test bug that has no confidential information  its sole purpose is to have an attachment behind a login    download success html attachment      expected behavior success html file is downloaded      actual behavior access denied bugzilla page is saved as success html       device information   android device  pixel     fenix version  nightly,1530022.0,defect,2020-08-14 04:23:26,1652856.0
446,1661749,GeckoView,GeckoViewExample,RESOLVED,DUPLICATE,geckoview_example crash on startup with google-breakpad: ExceptionHandler::GenerateDump cloned child,,glandium noticed in bug   comment     here s a crash in the logcat output                        w google breakpad  exceptionhandler  generatedump cloned child                    w google breakpad                      w google breakpad                     w google breakpad  exceptionhandler  sendcontinuesignaltochild sent continue signal to child                   w google breakpad  exceptionhandler  waitforcontinuesignal waiting for continue signal        but we don t get more than that  no minidump  no stack in the logs   i can also reproduce building on autoland  this is recent and perhaps from bug   ,1661810.0,defect,2020-08-28 14:33:01,1661749.0
447,1743123,GeckoView,GeckoViewExample,RESOLVED,DUPLICATE,Imgur page content does not load completely in private mode,,created attachment   gecko imgur       select private browsing     navigate to      observe the page   page content does not load completely in private mode reproduced in firefox fenix  firefox focus  geckoview example,1742344.0,defect,2021-11-26 07:29:41,1743123.0
448,1732001,GeckoView,General,RESOLVED,DUPLICATE,video is not playing on full screen,,user agent  mozilla       gecko   firefox      steps to reproduce   build app using geckoview in android tv  playing sd video content in app    actual results   sd video content is playing on top left corner not in full screen   but playing hd video its playing on full screen    expected results   sd video content should play in full screen in tv by using geckoview   ,1731980.0,defect,2021-09-23 09:37:51,1732001.0
451,1742122,GeckoView,General,RESOLVED,DUPLICATE,Remove deprecated MozLockOrientation,,mozlockorientation has been replaced with the screenorientation api  therefore can be removed    central source dom webidl screen webidl  ,1325110.0,task,2021-11-23 22:53:12,1742122.0
452,1631066,GeckoView,Extensions,RESOLVED,DUPLICATE,Extension process not restarted after being killed,,str  start fenix preview nightly kill the extension process   load a webpage  notice ublock counter is not working open ublock popup  notice some options are not working   notice the extension process has not been restarted,1355239.0,defect,2020-04-23 08:42:23,1631066.0
453,1663591,GeckoView,General,RESOLVED,DUPLICATE,Fullscreen video does not respect screen bounds,,reported on fenix  both for gv           mobile fenix issues   and for         mobile fenix issues  ,1659761.0,defect,2020-09-10 09:17:33,1663591.0
454,1684996,GeckoView,General,RESOLVED,DUPLICATE,Crash in [@ gfxPlatformFontList::GetFontFamilyNames],,created attachment   test case  crash report    stats mozilla org report index            reason     sigsegv  segv maperr     top   frames of crashing thread        libxul so gfxplatformfontlist  getfontfamilynames gfx thebes gfxplatformfontlist cpp     libxul so gfxplatformfontlist  initloader gfx thebes gfxplatformfontlist cpp     libxul so gfxfontinfoloader  startloader gfx thebes gfxfontinfoloader cpp     libxul so gfxplatformfontlist  initotherfamilynamesinternal gfx thebes gfxplatformfontlist cpp     libxul so gfxplatformfontlist  initotherfamilynamesrunnable  run gfx thebes gfxplatformfontlist h     libxul so mozilla  runnabletask  run xpcom threads taskcontroller cpp     libxul so mozilla  taskcontroller  doexecutenexttaskonlymainthreadinternal xpcom threads taskcontroller cpp     libxul so mozilla  taskcontroller  executenexttaskonlymainthreadinternal xpcom threads taskcontroller cpp     libxul so mozilla  taskcontroller  processpendingmttask xpcom threads taskcontroller cpp     libxul so mozilla  detail  runnablefunction mozilla  taskcontroller  initializeinternal xpcom threads nsthreadutils h      ,1684846.0,defect,2021-01-04 17:02:19,1684996.0
455,1662211,GeckoView,General,RESOLVED,DUPLICATE,400 error when trying to download files from download3.vimm.net,,related  fenix issue    str     go to       press the download button       expected behavior    http code is provided     actual behavior    http code error is provided      device information gv         ,1530022.0,defect,2020-09-02 09:14:09,1662211.0
457,1691055,GeckoView,General,RESOLVED,DUPLICATE,GeckoWebExecutor fails to download blob URLs from xhamster.com [NSFW],,when trying to download a video from xhamster com  str    the  geckowebexecutor  throws a  webrequesterror   request failed  error    category    ,1682599.0,defect,2021-02-15 18:06:55,1691055.0
458,1677198,GeckoView,General,RESOLVED,DUPLICATE,Fix and enable COOP and COEP WPT tests on Android,,some tests are skipped or passed on android  we should fix and enable them on android  independent of fission on android     central source testing web platform meta html cross origin opener policy   central source testing web platform meta html cross origin embedder policy  needinfo ing neha because she is investigating why these coop coep tests were skipped passed on android   tracking this bug for android fission milestone     ,1619655.0,task,2020-11-13 13:15:45,1677198.0
460,1691072,GeckoView,General,RESOLVED,DUPLICATE,Throw ImageProcessingException extends RuntimeException when could not process image,,currently when could not process image with mediasession api icon  illegalargumentexception is thrown   as agreed  throw  imageprocessingexception extends runtimeexception  when image processing fails ,1689745.0,enhancement,2021-02-05 08:36:45,1691072.0
461,1661140,GeckoView,General,RESOLVED,DUPLICATE,allow mozconfig override for Android Studio,,one thing that trips gecko engineers a lot is that android studio only reads from the default mozconfig  looking around it should be possible to allow an override using a  local settings  file ,1557796.0,enhancement,2020-08-25 15:39:12,1661140.0
463,1635197,GeckoView,General,RESOLVED,DUPLICATE,Content process stays with PROCESS_PRIORITY_BACKGROUND after App restart on Oculus Quest,,str    open firefox reality       content process has foreground priority     click the oculus menu button and exit the application     content process sets background priority   reopen firefox reality     content process keeps background priority  webxr performance is impacted   if you force onpause onresume   the   content process get s the correct foreground priority   it seems that  setdocshellisactive   is not called after a ondestroy oncreate app life cycle on quest  it gets correctly called after  onpause onresume ,1635914.0,defect,2020-05-06 15:00:26,1635197.0
469,1704940,GeckoView,General,RESOLVED,DUPLICATE,First few characters typed into a textbox are dropped,,sometimes when typing in a textbox on nightly the first few characters are dropped    fenix nightly on a pixel   xl running android  ,1706499.0,defect,2021-05-03 16:19:16,1704940.0
471,1652062,GeckoView,General,RESOLVED,DUPLICATE,GeckoView static initializer order issues,,we had this crash in fxr    stats mozilla org report index             geckoresult allow  and  geckoresult deny  where being initialized with a null mdispatcher  leading to a crash on future  result then   calls  it seems that geckoresult constructor didn t detect it was on uithread because  private static final thread suithread   looper getmainlooper  getthread    from threadutils java had a null value   we found two workarounds to fix the issue in fxr    move geckoruntime initialization to activity oncreate instead of application oncreate   add a superfluous  looper getmainlooper  getthread    call in application oncreate before intializing geckoruntime  i think is related to static initialization order conflict   avoiding some or all of the static initializers should fix the issue    function ,1570976.0,defect,2020-07-16 09:01:55,1652062.0
475,1662835,GeckoView,General,RESOLVED,DUPLICATE,Remove about:logo,,from github    mobile fenix issues       we don t need this page anymore  let s remove it  also remove any resources that might be referenced that are unnecessary ,1610528.0, --,2020-09-02 11:25:36,1662835.0
476,1721269,GeckoView,Extensions,RESOLVED,DUPLICATE,[Bug]: browser.tabs.query does not list tabs that are not loaded,,from github    mobile fenix issues           steps to reproduce         open some tabs       kill the firefox process       start firefox        browser tabs query  then            expected behaviour      browser tabs query lists tabs           actual behaviour      browser tabs query lists no tabs           device name      sh             android version      android            firefox release type      firefox nightly          firefox version                   device logs       no response           additional information       no response   change performed by the  move to bugzilla add on   ,1583281.0,defect,2021-07-28 10:56:28,1721269.0
477,1641582,GeckoView,General,RESOLVED,DUPLICATE,Repeated auth request doesn't show,,user agent  mozilla       applewebkit       chrome         safari      steps to reproduce   environment  geckoview         reproducible firefox preview     reproducible firefox for android   cannot reproduce     open    org http     click on  basic authentication test     dismiss auth request dialog –  unauthorized access page will show    press back    click on  basic authentication test  again   actual results   page loading started  auth request dialog not shown    expected results   auth request dialog must be shown ,1643129.0,defect,2020-06-04 08:41:50,1641582.0
479,1648083,GeckoView,General,RESOLVED,DUPLICATE,Crash in [@ libc.so@0x4b7f0 | base.apk@0x2770471],,this bug is for crash report bp             top   frames of crashing thread        libc so libc so      base apk base apk      libart so libart so      libart so libart so      libart so libart so      libart so libart so      libart so libart so      libart so libart so      base apk base apk      libart so libart so       ,1647011.0,defect,2020-06-25 09:18:19,1648083.0
480,1664073,GeckoView,General,RESOLVED,DUPLICATE,html5 message not displayed on empty entry,,from github    mobile fenix issues       the   messages are not displayed on empty entry           simple example with an input required and a submit button              do you have a solution         my firefox version is      ,1510450.0,defect,2020-09-10 09:22:37,1664073.0
481,1629285,GeckoView,General,RESOLVED,DUPLICATE,keyboard opens in lowercase mode when tapping into a textarea,,in reference browser and firefox preview and preview nightly when i tap into a text area the keyboard starts lowercase  i do not see this behavior on focus      str    visit a site with a text area such as     tap into the text area     expected behavior keyboard is in sentence case  capital for first letter  lower for next      current behavior keyboard opens in lowercase ,1625843.0,defect,2020-04-16 18:12:02,1629285.0
484,1630148,GeckoView,Extensions,RESOLVED,DUPLICATE,Add contextId support for browser.tabs.create in GeckoNativeWebExtension.CreateTabDetails,,when testing out the  multi account containers     add on  we need to create a new session with the contextid that is passed to  browser tabs create  handled by  geckonativewebextension createtabdetails    gv version        r b version        a c version                account containers        account containers blob   src js popup js    ,1622500.0,defect,2020-04-15 08:39:38,1630148.0
486,1657109,GeckoView,General,RESOLVED,DUPLICATE,6.32% raptor-tp6-twitch-firefox-cold loadtime (windows10-64-shippable-qr) regression on push 7b2f3b4b6afa10365955bbbb336587df099d7aae (Tue July 21 2020),,perfherder has detected a raptor performance regression from push       as author of one of the patches included in that push  we need your help to address this regression   regressions          raptor   twitch firefox cold loadtime     shippable qr opt webrender                      details of the alert can be found in the  alert summary    including links to graphs and comparisons for each of the affected tests  please follow our  guide to handling regression bugs   and   let us know your plans within   business days  or the offending patch  will be backed out   in accordance with our  regression policy     for more information on performance sheriffing please see our  faq   ,1654357.0,defect,2020-08-05 01:02:07,1657109.0
487,1674852,GeckoView,General,RESOLVED,DUPLICATE,Finger presses no longer registering on most websites,,user agent  mozilla       applewebkit       version     chrome         mobile safari     xiaomi miuibrowser       gn  steps to reproduce   using a xiaomi note   pro on miui      finger presses no longer reliably work on any part of any website page   actual results   pressing links on pages or text boxes does no longer registers every press  must press     times for it to register   expected results   finger press is registered on first touch,1674063.0,defect,2020-11-12 11:04:29,1674852.0
488,1739174,GeckoView,General,RESOLVED,DUPLICATE,Clear button for input type=search,,from github    mobile fenix issues         us docs web html element input search        image               what is the user problem or growth opportunity you want to see solved    easier to search  faster to search  more familiar to users  and work as expected by users           how do you know that this problem exists today  why is this important    other browsers support clearing the input           who will benefit from it    users who search   change performed by the  move to bugzilla add on   ,1654288.0,defect,2021-11-03 19:19:16,1739174.0
491,1515092,Firefox for iOS,Menu and Toolbar,RESOLVED,DUPLICATE,Menu items should be returned to 44px tall.,,after moving multiple items into a library we can now return menu items to their intended height ,1514821.0,enhancement,2018-12-18 09:21:04,1515092.0
493,1383652,Firefox for iOS,General,RESOLVED,DUPLICATE,Crash in Storage: BrowserDB.prepareSchema() -> () + 756 (BrowserDB.swift:106),,created attachment     xccrashpoint zip  ranked    in    ,1384196.0,defect,2017-07-28 09:13:54,1383652.0
494,1477295,GeckoView,General,RESOLVED,DUPLICATE,tons of issue with viewport with latest Firefox 63 nighlty for Android,,created attachment   img     jpg  from yesterday build of firefox nightly   for android i ve got tons of issue with viewport for example i cannot edit violent monkey script   and in instagram mobile page while scrolling the bottom bar is not fixed as expected and it it moves upward as i scrool down    luckily i saved a   days old   build and it s issue free ,1477297.0,defect,2018-12-20 08:58:53,1477295.0
495,1569671,GeckoView,General,RESOLVED,DUPLICATE,Intermittent org.mozilla.geckoview.test.TextInputDelegateTest#inputConnection[#textarea] | application crashed [@ nsWindow::LayerViewSupport::OnDetach(already_AddRefed<mozilla::Runnable>)::{lambda()#1}::operator()() const],,  filed by    sgiesecke  at  mozilla com   parsed log       job id   repo try   full log       task   runs   artifacts public logs live backing log       undefined,1565466.0,defect,2021-07-30 18:59:46,1569671.0
497,1441100,Firefox for iOS,General,RESOLVED,DUPLICATE,App crashes when closing a normal tab after undoing a closed private tab,,created attachment   client         ips beta  iphone   plus     beta           open   tabs in normal browsing     tap on the tab counter and switch to private mode     open a tab in private mode     open tabs tray in private mode  tap on the trash bin icon and select  close all tabs       undo  the closed private tab     switch to normal browsing and close the last open tab from tabs tray   result  firefox crashes ,1439372.0,defect,2018-02-26 05:31:25,1441100.0
